condition_id,ligand_id,ligand_index,metal_index,base_index,solvent_index,metal,base,solvent,demo_liquid_envelope,wet_lab_approved,requested_reaction_temperature_C,provenance
1378,L08,7,1,0,2,Cu(OAc)2,DBU,toluene,True,False,60.0,virtual_design
1379,L08,7,1,0,3,Cu(OAc)2,DBU,DMF,True,False,60.0,virtual_design
1380,L08,7,1,1,0,Cu(OAc)2,DIPEA,ethanol,True,False,60.0,virtual_design
1381,L08,7,1,1,1,Cu(OAc)2,DIPEA,acetonitrile,True,False,60.0,virtual_design
1382,L08,7,1,1,2,Cu(OAc)2,DIPEA,toluene,True,False,60.0,virtual_design
1383,L08,7,1,1,3,Cu(OAc)2,DIPEA,DMF,True,False,60.0,virtual_design
1384,L08,7,1,2,0,Cu(OAc)2,triethylamine,ethanol,True,False,60.0,virtual_design
1385,L08,7,1,2,1,Cu(OAc)2,triethylamine,acetonitrile,True,False,60.0,virtual_design
1386,L08,7,1,2,2,Cu(OAc)2,triethylamine,toluene,True,False,60.0,virtual_design
1387,L08,7,1,2,3,Cu(OAc)2,triethylamine,DMF,True,False,60.0,virtual_design
1388,L08,7,1,3,0,Cu(OAc)2,pyridine,ethanol,True,False,60.0,virtual_design
1389,L08,7,1,3,1,Cu(OAc)2,pyridine,acetonitrile,True,False,60.0,virtual_design
1390,L08,7,1,3,2,Cu(OAc)2,pyridine,toluene,True,False,60.0,virtual_design
1391,L08,7,1,3,3,Cu(OAc)2,pyridine,DMF,True,False,60.0,virtual_design
1392,L08,7,1,4,0,Cu(OAc)2,DABCO,ethanol,True,False,60.0,virtual_design
1393,L08,7,1,4,1,Cu(OAc)2,DABCO,acetonitrile,True,False,60.0,virtual_design
1394,L08,7,1,4,2,Cu(OAc)2,DABCO,toluene,True,False,60.0,virtual_design
1395,L08,7,1,4,3,Cu(OAc)2,DABCO,DMF,True,False,60.0,virtual_design
1396,L08,7,1,5,0,Cu(OAc)2,K2CO3,ethanol,False,False,60.0,virtual_design
1397,L08,7,1,5,1,Cu(OAc)2,K2CO3,acetonitrile,False,False,60.0,virtual_design
1398,L08,7,1,5,2,Cu(OAc)2,K2CO3,toluene,False,False,60.0,virtual_design
1399,L08,7,1,5,3,Cu(OAc)2,K2CO3,DMF,False,False,60.0,virtual_design
1400,L08,7,1,6,0,Cu(OAc)2,KOtBu,ethanol,False,False,60.0,virtual_design
1401,L08,7,1,6,1,Cu(OAc)2,KOtBu,acetonitrile,False,False,60.0,virtual_design
1402,L08,7,1,6,2,Cu(OAc)2,KOtBu,toluene,False,False,60.0,virtual_design
1403,L08,7,1,6,3,Cu(OAc)2,KOtBu,DMF,False,False,60.0,virtual_design
1404,L08,7,1,7,0,Cu(OAc)2,NaOtBu,ethanol,False,False,60.0,virtual_design
1405,L08,7,1,7,1,Cu(OAc)2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
1406,L08,7,1,7,2,Cu(OAc)2,NaOtBu,toluene,False,False,60.0,virtual_design
1407,L08,7,1,7,3,Cu(OAc)2,NaOtBu,DMF,False,False,60.0,virtual_design
1408,L08,7,2,0,0,[Rh(COD)Cl]2,DBU,ethanol,True,False,60.0,virtual_design
1409,L08,7,2,0,1,[Rh(COD)Cl]2,DBU,acetonitrile,True,False,60.0,virtual_design
1410,L08,7,2,0,2,[Rh(COD)Cl]2,DBU,toluene,True,False,60.0,virtual_design
1411,L08,7,2,0,3,[Rh(COD)Cl]2,DBU,DMF,True,False,60.0,virtual_design
1412,L08,7,2,1,0,[Rh(COD)Cl]2,DIPEA,ethanol,True,False,60.0,virtual_design
1413,L08,7,2,1,1,[Rh(COD)Cl]2,DIPEA,acetonitrile,True,False,60.0,virtual_design
1414,L08,7,2,1,2,[Rh(COD)Cl]2,DIPEA,toluene,True,False,60.0,virtual_design
1415,L08,7,2,1,3,[Rh(COD)Cl]2,DIPEA,DMF,True,False,60.0,virtual_design
1416,L08,7,2,2,0,[Rh(COD)Cl]2,triethylamine,ethanol,True,False,60.0,virtual_design
1417,L08,7,2,2,1,[Rh(COD)Cl]2,triethylamine,acetonitrile,True,False,60.0,virtual_design
1418,L08,7,2,2,2,[Rh(COD)Cl]2,triethylamine,toluene,True,False,60.0,virtual_design
1419,L08,7,2,2,3,[Rh(COD)Cl]2,triethylamine,DMF,True,False,60.0,virtual_design
1420,L08,7,2,3,0,[Rh(COD)Cl]2,pyridine,ethanol,True,False,60.0,virtual_design
1421,L08,7,2,3,1,[Rh(COD)Cl]2,pyridine,acetonitrile,True,False,60.0,virtual_design
1422,L08,7,2,3,2,[Rh(COD)Cl]2,pyridine,toluene,True,False,60.0,virtual_design
1423,L08,7,2,3,3,[Rh(COD)Cl]2,pyridine,DMF,True,False,60.0,virtual_design
1424,L08,7,2,4,0,[Rh(COD)Cl]2,DABCO,ethanol,True,False,60.0,virtual_design
1425,L08,7,2,4,1,[Rh(COD)Cl]2,DABCO,acetonitrile,True,False,60.0,virtual_design
1426,L08,7,2,4,2,[Rh(COD)Cl]2,DABCO,toluene,True,False,60.0,virtual_design
1427,L08,7,2,4,3,[Rh(COD)Cl]2,DABCO,DMF,True,False,60.0,virtual_design
1428,L08,7,2,5,0,[Rh(COD)Cl]2,K2CO3,ethanol,False,False,60.0,virtual_design
1429,L08,7,2,5,1,[Rh(COD)Cl]2,K2CO3,acetonitrile,False,False,60.0,virtual_design
1430,L08,7,2,5,2,[Rh(COD)Cl]2,K2CO3,toluene,False,False,60.0,virtual_design
1431,L08,7,2,5,3,[Rh(COD)Cl]2,K2CO3,DMF,False,False,60.0,virtual_design
1432,L08,7,2,6,0,[Rh(COD)Cl]2,KOtBu,ethanol,False,False,60.0,virtual_design
1433,L08,7,2,6,1,[Rh(COD)Cl]2,KOtBu,acetonitrile,False,False,60.0,virtual_design
1434,L08,7,2,6,2,[Rh(COD)Cl]2,KOtBu,toluene,False,False,60.0,virtual_design
1435,L08,7,2,6,3,[Rh(COD)Cl]2,KOtBu,DMF,False,False,60.0,virtual_design
1436,L08,7,2,7,0,[Rh(COD)Cl]2,NaOtBu,ethanol,False,False,60.0,virtual_design
1437,L08,7,2,7,1,[Rh(COD)Cl]2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
1438,L08,7,2,7,2,[Rh(COD)Cl]2,NaOtBu,toluene,False,False,60.0,virtual_design
1439,L08,7,2,7,3,[Rh(COD)Cl]2,NaOtBu,DMF,False,False,60.0,virtual_design
1440,L08,7,3,0,0,[Ir(COD)Cl]2,DBU,ethanol,True,False,60.0,virtual_design
1441,L08,7,3,0,1,[Ir(COD)Cl]2,DBU,acetonitrile,True,False,60.0,virtual_design
1442,L08,7,3,0,2,[Ir(COD)Cl]2,DBU,toluene,True,False,60.0,virtual_design
1443,L08,7,3,0,3,[Ir(COD)Cl]2,DBU,DMF,True,False,60.0,virtual_design
1444,L08,7,3,1,0,[Ir(COD)Cl]2,DIPEA,ethanol,True,False,60.0,virtual_design
1445,L08,7,3,1,1,[Ir(COD)Cl]2,DIPEA,acetonitrile,True,False,60.0,virtual_design
1446,L08,7,3,1,2,[Ir(COD)Cl]2,DIPEA,toluene,True,False,60.0,virtual_design
1447,L08,7,3,1,3,[Ir(COD)Cl]2,DIPEA,DMF,True,False,60.0,virtual_design
1448,L08,7,3,2,0,[Ir(COD)Cl]2,triethylamine,ethanol,True,False,60.0,virtual_design
1449,L08,7,3,2,1,[Ir(COD)Cl]2,triethylamine,acetonitrile,True,False,60.0,virtual_design
1450,L08,7,3,2,2,[Ir(COD)Cl]2,triethylamine,toluene,True,False,60.0,virtual_design
1451,L08,7,3,2,3,[Ir(COD)Cl]2,triethylamine,DMF,True,False,60.0,virtual_design
1452,L08,7,3,3,0,[Ir(COD)Cl]2,pyridine,ethanol,True,False,60.0,virtual_design
1453,L08,7,3,3,1,[Ir(COD)Cl]2,pyridine,acetonitrile,True,False,60.0,virtual_design
1454,L08,7,3,3,2,[Ir(COD)Cl]2,pyridine,toluene,True,False,60.0,virtual_design
1455,L08,7,3,3,3,[Ir(COD)Cl]2,pyridine,DMF,True,False,60.0,virtual_design
1456,L08,7,3,4,0,[Ir(COD)Cl]2,DABCO,ethanol,True,False,60.0,virtual_design
1457,L08,7,3,4,1,[Ir(COD)Cl]2,DABCO,acetonitrile,True,False,60.0,virtual_design
1458,L08,7,3,4,2,[Ir(COD)Cl]2,DABCO,toluene,True,False,60.0,virtual_design
1459,L08,7,3,4,3,[Ir(COD)Cl]2,DABCO,DMF,True,False,60.0,virtual_design
1460,L08,7,3,5,0,[Ir(COD)Cl]2,K2CO3,ethanol,False,False,60.0,virtual_design
1461,L08,7,3,5,1,[Ir(COD)Cl]2,K2CO3,acetonitrile,False,False,60.0,virtual_design
1462,L08,7,3,5,2,[Ir(COD)Cl]2,K2CO3,toluene,False,False,60.0,virtual_design
1463,L08,7,3,5,3,[Ir(COD)Cl]2,K2CO3,DMF,False,False,60.0,virtual_design
1464,L08,7,3,6,0,[Ir(COD)Cl]2,KOtBu,ethanol,False,False,60.0,virtual_design
1465,L08,7,3,6,1,[Ir(COD)Cl]2,KOtBu,acetonitrile,False,False,60.0,virtual_design
1466,L08,7,3,6,2,[Ir(COD)Cl]2,KOtBu,toluene,False,False,60.0,virtual_design
1467,L08,7,3,6,3,[Ir(COD)Cl]2,KOtBu,DMF,False,False,60.0,virtual_design
1468,L08,7,3,7,0,[Ir(COD)Cl]2,NaOtBu,ethanol,False,False,60.0,virtual_design
1469,L08,7,3,7,1,[Ir(COD)Cl]2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
1470,L08,7,3,7,2,[Ir(COD)Cl]2,NaOtBu,toluene,False,False,60.0,virtual_design
1471,L08,7,3,7,3,[Ir(COD)Cl]2,NaOtBu,DMF,False,False,60.0,virtual_design
1472,L08,7,4,0,0,[Ru(p-cymene)Cl2]2,DBU,ethanol,True,False,60.0,virtual_design
1473,L08,7,4,0,1,[Ru(p-cymene)Cl2]2,DBU,acetonitrile,True,False,60.0,virtual_design
1474,L08,7,4,0,2,[Ru(p-cymene)Cl2]2,DBU,toluene,True,False,60.0,virtual_design
1475,L08,7,4,0,3,[Ru(p-cymene)Cl2]2,DBU,DMF,True,False,60.0,virtual_design
1476,L08,7,4,1,0,[Ru(p-cymene)Cl2]2,DIPEA,ethanol,True,False,60.0,virtual_design
1477,L08,7,4,1,1,[Ru(p-cymene)Cl2]2,DIPEA,acetonitrile,True,False,60.0,virtual_design
1478,L08,7,4,1,2,[Ru(p-cymene)Cl2]2,DIPEA,toluene,True,False,60.0,virtual_design
1479,L08,7,4,1,3,[Ru(p-cymene)Cl2]2,DIPEA,DMF,True,False,60.0,virtual_design
1480,L08,7,4,2,0,[Ru(p-cymene)Cl2]2,triethylamine,ethanol,True,False,60.0,virtual_design
1481,L08,7,4,2,1,[Ru(p-cymene)Cl2]2,triethylamine,acetonitrile,True,False,60.0,virtual_design
1482,L08,7,4,2,2,[Ru(p-cymene)Cl2]2,triethylamine,toluene,True,False,60.0,virtual_design
1483,L08,7,4,2,3,[Ru(p-cymene)Cl2]2,triethylamine,DMF,True,False,60.0,virtual_design
1484,L08,7,4,3,0,[Ru(p-cymene)Cl2]2,pyridine,ethanol,True,False,60.0,virtual_design
1485,L08,7,4,3,1,[Ru(p-cymene)Cl2]2,pyridine,acetonitrile,True,False,60.0,virtual_design
1486,L08,7,4,3,2,[Ru(p-cymene)Cl2]2,pyridine,toluene,True,False,60.0,virtual_design
1487,L08,7,4,3,3,[Ru(p-cymene)Cl2]2,pyridine,DMF,True,False,60.0,virtual_design
1488,L08,7,4,4,0,[Ru(p-cymene)Cl2]2,DABCO,ethanol,True,False,60.0,virtual_design
1489,L08,7,4,4,1,[Ru(p-cymene)Cl2]2,DABCO,acetonitrile,True,False,60.0,virtual_design
1490,L08,7,4,4,2,[Ru(p-cymene)Cl2]2,DABCO,toluene,True,False,60.0,virtual_design
1491,L08,7,4,4,3,[Ru(p-cymene)Cl2]2,DABCO,DMF,True,False,60.0,virtual_design
1492,L08,7,4,5,0,[Ru(p-cymene)Cl2]2,K2CO3,ethanol,False,False,60.0,virtual_design
1493,L08,7,4,5,1,[Ru(p-cymene)Cl2]2,K2CO3,acetonitrile,False,False,60.0,virtual_design
1494,L08,7,4,5,2,[Ru(p-cymene)Cl2]2,K2CO3,toluene,False,False,60.0,virtual_design
1495,L08,7,4,5,3,[Ru(p-cymene)Cl2]2,K2CO3,DMF,False,False,60.0,virtual_design
1496,L08,7,4,6,0,[Ru(p-cymene)Cl2]2,KOtBu,ethanol,False,False,60.0,virtual_design
1497,L08,7,4,6,1,[Ru(p-cymene)Cl2]2,KOtBu,acetonitrile,False,False,60.0,virtual_design
1498,L08,7,4,6,2,[Ru(p-cymene)Cl2]2,KOtBu,toluene,False,False,60.0,virtual_design
1499,L08,7,4,6,3,[Ru(p-cymene)Cl2]2,KOtBu,DMF,False,False,60.0,virtual_design
1500,L08,7,4,7,0,[Ru(p-cymene)Cl2]2,NaOtBu,ethanol,False,False,60.0,virtual_design
1501,L08,7,4,7,1,[Ru(p-cymene)Cl2]2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
1502,L08,7,4,7,2,[Ru(p-cymene)Cl2]2,NaOtBu,toluene,False,False,60.0,virtual_design
1503,L08,7,4,7,3,[Ru(p-cymene)Cl2]2,NaOtBu,DMF,False,False,60.0,virtual_design
1504,L08,7,5,0,0,Pd(OAc)2,DBU,ethanol,True,False,60.0,virtual_design
1505,L08,7,5,0,1,Pd(OAc)2,DBU,acetonitrile,True,False,60.0,virtual_design
1506,L08,7,5,0,2,Pd(OAc)2,DBU,toluene,True,False,60.0,virtual_design
1507,L08,7,5,0,3,Pd(OAc)2,DBU,DMF,True,False,60.0,virtual_design
1508,L08,7,5,1,0,Pd(OAc)2,DIPEA,ethanol,True,False,60.0,virtual_design
1509,L08,7,5,1,1,Pd(OAc)2,DIPEA,acetonitrile,True,False,60.0,virtual_design
1510,L08,7,5,1,2,Pd(OAc)2,DIPEA,toluene,True,False,60.0,virtual_design
1511,L08,7,5,1,3,Pd(OAc)2,DIPEA,DMF,True,False,60.0,virtual_design
1512,L08,7,5,2,0,Pd(OAc)2,triethylamine,ethanol,True,False,60.0,virtual_design
1513,L08,7,5,2,1,Pd(OAc)2,triethylamine,acetonitrile,True,False,60.0,virtual_design
1514,L08,7,5,2,2,Pd(OAc)2,triethylamine,toluene,True,False,60.0,virtual_design
1515,L08,7,5,2,3,Pd(OAc)2,triethylamine,DMF,True,False,60.0,virtual_design
1516,L08,7,5,3,0,Pd(OAc)2,pyridine,ethanol,True,False,60.0,virtual_design
1517,L08,7,5,3,1,Pd(OAc)2,pyridine,acetonitrile,True,False,60.0,virtual_design
1518,L08,7,5,3,2,Pd(OAc)2,pyridine,toluene,True,False,60.0,virtual_design
1519,L08,7,5,3,3,Pd(OAc)2,pyridine,DMF,True,False,60.0,virtual_design
1520,L08,7,5,4,0,Pd(OAc)2,DABCO,ethanol,True,False,60.0,virtual_design
1521,L08,7,5,4,1,Pd(OAc)2,DABCO,acetonitrile,True,False,60.0,virtual_design
1522,L08,7,5,4,2,Pd(OAc)2,DABCO,toluene,True,False,60.0,virtual_design
1523,L08,7,5,4,3,Pd(OAc)2,DABCO,DMF,True,False,60.0,virtual_design
1524,L08,7,5,5,0,Pd(OAc)2,K2CO3,ethanol,False,False,60.0,virtual_design
1525,L08,7,5,5,1,Pd(OAc)2,K2CO3,acetonitrile,False,False,60.0,virtual_design
1526,L08,7,5,5,2,Pd(OAc)2,K2CO3,toluene,False,False,60.0,virtual_design
1527,L08,7,5,5,3,Pd(OAc)2,K2CO3,DMF,False,False,60.0,virtual_design
1528,L08,7,5,6,0,Pd(OAc)2,KOtBu,ethanol,False,False,60.0,virtual_design
1529,L08,7,5,6,1,Pd(OAc)2,KOtBu,acetonitrile,False,False,60.0,virtual_design
1530,L08,7,5,6,2,Pd(OAc)2,KOtBu,toluene,False,False,60.0,virtual_design
1531,L08,7,5,6,3,Pd(OAc)2,KOtBu,DMF,False,False,60.0,virtual_design
1532,L08,7,5,7,0,Pd(OAc)2,NaOtBu,ethanol,False,False,60.0,virtual_design
1533,L08,7,5,7,1,Pd(OAc)2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
1534,L08,7,5,7,2,Pd(OAc)2,NaOtBu,toluene,False,False,60.0,virtual_design
1535,L08,7,5,7,3,Pd(OAc)2,NaOtBu,DMF,False,False,60.0,virtual_design
1536,L09,8,0,0,0,CuI,DBU,ethanol,True,False,60.0,virtual_design
1537,L09,8,0,0,1,CuI,DBU,acetonitrile,True,False,60.0,virtual_design
1538,L09,8,0,0,2,CuI,DBU,toluene,True,False,60.0,virtual_design
1539,L09,8,0,0,3,CuI,DBU,DMF,True,False,60.0,virtual_design
1540,L09,8,0,1,0,CuI,DIPEA,ethanol,True,False,60.0,virtual_design
1541,L09,8,0,1,1,CuI,DIPEA,acetonitrile,True,False,60.0,virtual_design
1542,L09,8,0,1,2,CuI,DIPEA,toluene,True,False,60.0,virtual_design
1543,L09,8,0,1,3,CuI,DIPEA,DMF,True,False,60.0,virtual_design
1544,L09,8,0,2,0,CuI,triethylamine,ethanol,True,False,60.0,virtual_design
1545,L09,8,0,2,1,CuI,triethylamine,acetonitrile,True,False,60.0,virtual_design
1546,L09,8,0,2,2,CuI,triethylamine,toluene,True,False,60.0,virtual_design
1547,L09,8,0,2,3,CuI,triethylamine,DMF,True,False,60.0,virtual_design
1548,L09,8,0,3,0,CuI,pyridine,ethanol,True,False,60.0,virtual_design
1549,L09,8,0,3,1,CuI,pyridine,acetonitrile,True,False,60.0,virtual_design
1550,L09,8,0,3,2,CuI,pyridine,toluene,True,False,60.0,virtual_design
1551,L09,8,0,3,3,CuI,pyridine,DMF,True,False,60.0,virtual_design
1552,L09,8,0,4,0,CuI,DABCO,ethanol,True,False,60.0,virtual_design
1553,L09,8,0,4,1,CuI,DABCO,acetonitrile,True,False,60.0,virtual_design
1554,L09,8,0,4,2,CuI,DABCO,toluene,True,False,60.0,virtual_design
1555,L09,8,0,4,3,CuI,DABCO,DMF,True,False,60.0,virtual_design
1556,L09,8,0,5,0,CuI,K2CO3,ethanol,False,False,60.0,virtual_design
1557,L09,8,0,5,1,CuI,K2CO3,acetonitrile,False,False,60.0,virtual_design
1558,L09,8,0,5,2,CuI,K2CO3,toluene,False,False,60.0,virtual_design
1559,L09,8,0,5,3,CuI,K2CO3,DMF,False,False,60.0,virtual_design
1560,L09,8,0,6,0,CuI,KOtBu,ethanol,False,False,60.0,virtual_design
1561,L09,8,0,6,1,CuI,KOtBu,acetonitrile,False,False,60.0,virtual_design
1562,L09,8,0,6,2,CuI,KOtBu,toluene,False,False,60.0,virtual_design
1563,L09,8,0,6,3,CuI,KOtBu,DMF,False,False,60.0,virtual_design
1564,L09,8,0,7,0,CuI,NaOtBu,ethanol,False,False,60.0,virtual_design
1565,L09,8,0,7,1,CuI,NaOtBu,acetonitrile,False,False,60.0,virtual_design
1566,L09,8,0,7,2,CuI,NaOtBu,toluene,False,False,60.0,virtual_design
1567,L09,8,0,7,3,CuI,NaOtBu,DMF,False,False,60.0,virtual_design
1568,L09,8,1,0,0,Cu(OAc)2,DBU,ethanol,True,False,60.0,virtual_design
1569,L09,8,1,0,1,Cu(OAc)2,DBU,acetonitrile,True,False,60.0,virtual_design
1570,L09,8,1,0,2,Cu(OAc)2,DBU,toluene,True,False,60.0,virtual_design
1571,L09,8,1,0,3,Cu(OAc)2,DBU,DMF,True,False,60.0,virtual_design
1572,L09,8,1,1,0,Cu(OAc)2,DIPEA,ethanol,True,False,60.0,virtual_design
1573,L09,8,1,1,1,Cu(OAc)2,DIPEA,acetonitrile,True,False,60.0,virtual_design
1574,L09,8,1,1,2,Cu(OAc)2,DIPEA,toluene,True,False,60.0,virtual_design
1575,L09,8,1,1,3,Cu(OAc)2,DIPEA,DMF,True,False,60.0,virtual_design
1576,L09,8,1,2,0,Cu(OAc)2,triethylamine,ethanol,True,False,60.0,virtual_design
1577,L09,8,1,2,1,Cu(OAc)2,triethylamine,acetonitrile,True,False,60.0,virtual_design
1578,L09,8,1,2,2,Cu(OAc)2,triethylamine,toluene,True,False,60.0,virtual_design
1579,L09,8,1,2,3,Cu(OAc)2,triethylamine,DMF,True,False,60.0,virtual_design
1580,L09,8,1,3,0,Cu(OAc)2,pyridine,ethanol,True,False,60.0,virtual_design
1581,L09,8,1,3,1,Cu(OAc)2,pyridine,acetonitrile,True,False,60.0,virtual_design
1582,L09,8,1,3,2,Cu(OAc)2,pyridine,toluene,True,False,60.0,virtual_design
1583,L09,8,1,3,3,Cu(OAc)2,pyridine,DMF,True,False,60.0,virtual_design
1584,L09,8,1,4,0,Cu(OAc)2,DABCO,ethanol,True,False,60.0,virtual_design
1585,L09,8,1,4,1,Cu(OAc)2,DABCO,acetonitrile,True,False,60.0,virtual_design
1586,L09,8,1,4,2,Cu(OAc)2,DABCO,toluene,True,False,60.0,virtual_design
1587,L09,8,1,4,3,Cu(OAc)2,DABCO,DMF,True,False,60.0,virtual_design
1588,L09,8,1,5,0,Cu(OAc)2,K2CO3,ethanol,False,False,60.0,virtual_design
1589,L09,8,1,5,1,Cu(OAc)2,K2CO3,acetonitrile,False,False,60.0,virtual_design
1590,L09,8,1,5,2,Cu(OAc)2,K2CO3,toluene,False,False,60.0,virtual_design
1591,L09,8,1,5,3,Cu(OAc)2,K2CO3,DMF,False,False,60.0,virtual_design
1592,L09,8,1,6,0,Cu(OAc)2,KOtBu,ethanol,False,False,60.0,virtual_design
1593,L09,8,1,6,1,Cu(OAc)2,KOtBu,acetonitrile,False,False,60.0,virtual_design
1594,L09,8,1,6,2,Cu(OAc)2,KOtBu,toluene,False,False,60.0,virtual_design
1595,L09,8,1,6,3,Cu(OAc)2,KOtBu,DMF,False,False,60.0,virtual_design
1596,L09,8,1,7,0,Cu(OAc)2,NaOtBu,ethanol,False,False,60.0,virtual_design
1597,L09,8,1,7,1,Cu(OAc)2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
1598,L09,8,1,7,2,Cu(OAc)2,NaOtBu,toluene,False,False,60.0,virtual_design
1599,L09,8,1,7,3,Cu(OAc)2,NaOtBu,DMF,False,False,60.0,virtual_design
1600,L09,8,2,0,0,[Rh(COD)Cl]2,DBU,ethanol,True,False,60.0,virtual_design
1601,L09,8,2,0,1,[Rh(COD)Cl]2,DBU,acetonitrile,True,False,60.0,virtual_design
1602,L09,8,2,0,2,[Rh(COD)Cl]2,DBU,toluene,True,False,60.0,virtual_design
1603,L09,8,2,0,3,[Rh(COD)Cl]2,DBU,DMF,True,False,60.0,virtual_design
1604,L09,8,2,1,0,[Rh(COD)Cl]2,DIPEA,ethanol,True,False,60.0,virtual_design
1605,L09,8,2,1,1,[Rh(COD)Cl]2,DIPEA,acetonitrile,True,False,60.0,virtual_design
1606,L09,8,2,1,2,[Rh(COD)Cl]2,DIPEA,toluene,True,False,60.0,virtual_design
1607,L09,8,2,1,3,[Rh(COD)Cl]2,DIPEA,DMF,True,False,60.0,virtual_design
1608,L09,8,2,2,0,[Rh(COD)Cl]2,triethylamine,ethanol,True,False,60.0,virtual_design
1609,L09,8,2,2,1,[Rh(COD)Cl]2,triethylamine,acetonitrile,True,False,60.0,virtual_design
1610,L09,8,2,2,2,[Rh(COD)Cl]2,triethylamine,toluene,True,False,60.0,virtual_design
1611,L09,8,2,2,3,[Rh(COD)Cl]2,triethylamine,DMF,True,False,60.0,virtual_design
1612,L09,8,2,3,0,[Rh(COD)Cl]2,pyridine,ethanol,True,False,60.0,virtual_design
1613,L09,8,2,3,1,[Rh(COD)Cl]2,pyridine,acetonitrile,True,False,60.0,virtual_design
1614,L09,8,2,3,2,[Rh(COD)Cl]2,pyridine,toluene,True,False,60.0,virtual_design
1615,L09,8,2,3,3,[Rh(COD)Cl]2,pyridine,DMF,True,False,60.0,virtual_design
1616,L09,8,2,4,0,[Rh(COD)Cl]2,DABCO,ethanol,True,False,60.0,virtual_design
1617,L09,8,2,4,1,[Rh(COD)Cl]2,DABCO,acetonitrile,True,False,60.0,virtual_design
1618,L09,8,2,4,2,[Rh(COD)Cl]2,DABCO,toluene,True,False,60.0,virtual_design
1619,L09,8,2,4,3,[Rh(COD)Cl]2,DABCO,DMF,True,False,60.0,virtual_design
1620,L09,8,2,5,0,[Rh(COD)Cl]2,K2CO3,ethanol,False,False,60.0,virtual_design
1621,L09,8,2,5,1,[Rh(COD)Cl]2,K2CO3,acetonitrile,False,False,60.0,virtual_design
1622,L09,8,2,5,2,[Rh(COD)Cl]2,K2CO3,toluene,False,False,60.0,virtual_design
1623,L09,8,2,5,3,[Rh(COD)Cl]2,K2CO3,DMF,False,False,60.0,virtual_design
1624,L09,8,2,6,0,[Rh(COD)Cl]2,KOtBu,ethanol,False,False,60.0,virtual_design
1625,L09,8,2,6,1,[Rh(COD)Cl]2,KOtBu,acetonitrile,False,False,60.0,virtual_design
1626,L09,8,2,6,2,[Rh(COD)Cl]2,KOtBu,toluene,False,False,60.0,virtual_design
1627,L09,8,2,6,3,[Rh(COD)Cl]2,KOtBu,DMF,False,False,60.0,virtual_design
1628,L09,8,2,7,0,[Rh(COD)Cl]2,NaOtBu,ethanol,False,False,60.0,virtual_design
1629,L09,8,2,7,1,[Rh(COD)Cl]2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
1630,L09,8,2,7,2,[Rh(COD)Cl]2,NaOtBu,toluene,False,False,60.0,virtual_design
1631,L09,8,2,7,3,[Rh(COD)Cl]2,NaOtBu,DMF,False,False,60.0,virtual_design
1632,L09,8,3,0,0,[Ir(COD)Cl]2,DBU,ethanol,True,False,60.0,virtual_design
1633,L09,8,3,0,1,[Ir(COD)Cl]2,DBU,acetonitrile,True,False,60.0,virtual_design
1634,L09,8,3,0,2,[Ir(COD)Cl]2,DBU,toluene,True,False,60.0,virtual_design
1635,L09,8,3,0,3,[Ir(COD)Cl]2,DBU,DMF,True,False,60.0,virtual_design
1636,L09,8,3,1,0,[Ir(COD)Cl]2,DIPEA,ethanol,True,False,60.0,virtual_design
1637,L09,8,3,1,1,[Ir(COD)Cl]2,DIPEA,acetonitrile,True,False,60.0,virtual_design
1638,L09,8,3,1,2,[Ir(COD)Cl]2,DIPEA,toluene,True,False,60.0,virtual_design
1639,L09,8,3,1,3,[Ir(COD)Cl]2,DIPEA,DMF,True,False,60.0,virtual_design
1640,L09,8,3,2,0,[Ir(COD)Cl]2,triethylamine,ethanol,True,False,60.0,virtual_design
1641,L09,8,3,2,1,[Ir(COD)Cl]2,triethylamine,acetonitrile,True,False,60.0,virtual_design
1642,L09,8,3,2,2,[Ir(COD)Cl]2,triethylamine,toluene,True,False,60.0,virtual_design
1643,L09,8,3,2,3,[Ir(COD)Cl]2,triethylamine,DMF,True,False,60.0,virtual_design
1644,L09,8,3,3,0,[Ir(COD)Cl]2,pyridine,ethanol,True,False,60.0,virtual_design
1645,L09,8,3,3,1,[Ir(COD)Cl]2,pyridine,acetonitrile,True,False,60.0,virtual_design
1646,L09,8,3,3,2,[Ir(COD)Cl]2,pyridine,toluene,True,False,60.0,virtual_design
1647,L09,8,3,3,3,[Ir(COD)Cl]2,pyridine,DMF,True,False,60.0,virtual_design
1648,L09,8,3,4,0,[Ir(COD)Cl]2,DABCO,ethanol,True,False,60.0,virtual_design
1649,L09,8,3,4,1,[Ir(COD)Cl]2,DABCO,acetonitrile,True,False,60.0,virtual_design
1650,L09,8,3,4,2,[Ir(COD)Cl]2,DABCO,toluene,True,False,60.0,virtual_design
1651,L09,8,3,4,3,[Ir(COD)Cl]2,DABCO,DMF,True,False,60.0,virtual_design
1652,L09,8,3,5,0,[Ir(COD)Cl]2,K2CO3,ethanol,False,False,60.0,virtual_design
